product_id,product_name,category,revenue,orders,avg_rating,avg_sentiment_score,negative_review_pct,return_rate_pct,top_issue
B092L7Z4GS,"QMSILR 16PCS Eyeshadow Applicators Disposable Eyeshadow Brushes Small Eye Shadow Sponge Applicator Set Tipped Eye Makeup Tool (Pink, Green)",All Beauty,67.28,1,5.0,1.0,0.0,100.0,general
B012Q9NGE4,"Moroccan Argan Oil Shampoo, 8 Fl Oz - Smooths and Repairs - Sulfate Free - Natural - Imported from Morocco by Pure Body Naturals",All Beauty,66.54,2,5.0,1.0,0.0,0.0,usability
B082Z726F2,"Tong Yong 15 Pack Hair Scrunchies Premium Velvet Scrunchy Elastic Hair Bands for Girls, Women Hair Accessories with Gift Bag (15 Colors)",All Beauty,65.67,1,5.0,1.0,0.0,0.0,price
B0721R3XCQ,"BFWood Beard Brush - Ergonomic Design with Unique Taper Bristle and Large Handle, for All Beards",All Beauty,64.89,1,3.0,0.5,0.0,0.0,usability
B004X8JLN2,"ARRID XX Ultra Clear Anti-Perspirant Deodorant Spray, Ultra Fresh 6 oz (Pack of 11)",All Beauty,63.87,1,5.0,1.0,0.0,0.0,usability
B08T7VB9CP,Bath and Body Works TRUE BLUE SPA Pomegranate Super Rich Body Cream Lay It On Thick 10 oz 1 Pack of 3,All Beauty,63.76,1,3.0,0.0,0.0,0.0,usability
B0002SGSNI,China Glaze Strong Adhesion Base Coat .50 oz.,All Beauty,63.63,1,5.0,1.0,0.0,0.0,usability
B087JNH3NC,"Clear Stiletto Nails 1000pcs Long Half Cover False Fake Nails Art Tips for Nail Salons and DIY Nail Art at Home, 10 Sizes",All Beauty,61.69,1,1.0,-1.0,100.0,0.0,general
B000PKKAGO,Philips Norelco arcitec 1090 Men's Shaving System,All Beauty,61.18,1,2.0,0.25,0.0,0.0,quality
B010L3I6QA,Polytree 4pcs Fashion Vintage Peacock Full Crystal Rhinestones Hairpin Hair Clip,All Beauty,60.99,1,5.0,1.0,0.0,0.0,appearance
B01N7A5AGF,Easydew EX Repair Control Renewal Moisture 1.70 fl.oz.,All Beauty,60.96,1,5.0,1.0,0.0,0.0,delivery
B082QX2HP6,2 Pieces Hair Brush Cleaner Cleaning Tool Comb Cleaner Hair Brush Cleaner Comb Brushes Mini Hair Dirt Remover Brush with Metal Wire Rake Wooden Handle for Home and Salon Use (Black),All Beauty,60.7,1,5.0,1.0,0.0,0.0,appearance
B07J1LYVHC,"ABOUT ME MediAnswer Collagen Firming Up Mask 4ea (1box) 25g - 77% Pure Collagen Extract Anti-Aging Total Care Facial Mask Sheet, Powerful Hydrating and Anti-Wrinkle Night Skin Care",All Beauty,60.69,1,5.0,1.0,0.0,0.0,delivery
B07FZ5HZLM,[Old Version] QuickBooks Desktop Pro 2019 with Enhanced Payroll [PC Disc],All Beauty,60.6,1,4.0,0.75,0.0,0.0,usability
B07TJY9TRN,Intraceuticals REJUVENATE EYE MASKS,All Beauty,59.84,1,2.0,0.0,0.0,0.0,price
B089RLLT5C,Purple Hair Mask for Blonde with Keratin & Jojoba Oil - Platinum & Silver Hair - Instantly Eliminate Brassiness & Yellows - Made in USA - Hair Toner - Bleached & Highlighted Hair - Sulfate Free - 8 oz,All Beauty,59.8,2,5.0,1.0,0.0,0.0,usability
B099FH9Z3D,Felendy Wire Hair Extensions Thick Curly Wavy Invisible Secret Extension Fish Line Clip in Hairpiece Synthetic for Women Bleach Blonde Mix Light Ash Blonde,All Beauty,59.41,1,1.0,-1.0,100.0,100.0,appearance
B08TGKJKB8,"DARKLATER Tongue Scraper for Adults,Metal Tongue Cleaner,Tounge Scraper Cleaner,3 Pack",All Beauty,58.92,1,5.0,1.0,0.0,0.0,general
B083GCHL8R,Makeup Sponge Foundation Blender Applicator Set with Rose Gold Holder (4 Pieces),All Beauty,58.62,1,5.0,1.0,0.0,0.0,price
B07K1LGWYB,Sweat Cosmetics Gleam On Illuminator. Water + Sweat Resistant Vegan & Cruelty-Free Mineral Shimmer and Highlighter Makeup Brush with SPF 25 Protection,All Beauty,58.52,1,5.0,1.0,0.0,0.0,usability
B08KNVV18L,"LEAP Lemongrass Hand Soap, Natural & Moisturizing Lather, Gentle & Rinses Clean, Made with Organic Oils, Cruelty Free & Vegan, Liquid Hand Wash, Superbly Designed, 12 fl oz",All Beauty,58.4,1,5.0,1.0,0.0,0.0,usability
B08DRNK7PS,"10 Pairs Reusable Magnetic Eyelashes and 2 Tubes of Magnetic Eyeliner Kit, Upgraded 3D 5D Natural Look Magnetic Fake Lashes and Liner Set - No Glue Need",All Beauty,58.09,1,4.0,1.0,0.0,0.0,usability
B07NSR3CKR,"Foot Peel Mask Exfoliating (3 pairs) - Foot Peeling Mask (2 pairs) & Moisturizing Foot Mask (1 pairs), Make Your Feet Baby Soft, Peel Away Calluses and Dead Skin for Women & Men",All Beauty,57.83,1,3.0,0.0,0.0,0.0,appearance
B078RC4JXC,"NULASTIN Skin – Gentle Exfoliating Cleanser | Invigorating Face Scrub with Caffeine, Jojoba Oil Beads, Calendula Flower Extract & Witch Hazel — For Dry, Oily & Sensitive Skin (Vegan & Cruelty-Free)",All Beauty,57.0,1,5.0,1.0,0.0,0.0,usability
B07Z548TKH,"Face and Body Paint Kit By Color Technik 24 Professional Oil Based Flash Colors, 2 Sets of 12 Color Palettes, 6 Paint Brushes 70 Stencils 2 Sponges Non-Toxic For Adults & Kids Halloween Painting Party",All Beauty,56.52,2,5.0,1.0,0.0,0.0,appearance
B0BTJ6SYKB,"Shakira Perfumes - Dance for Women - Long Lasting - Femenine, Charming and Modern Perfume - Fruity Floral Notes - Ideal for Day Wear - 1.7 Fl Oz",All Beauty,56.47,2,4.5,0.88,0.0,0.0,performance
B01CVQALFE,Beard Oil - Tea Tree Scent - Huge Man-Sized 4 oz Bottle - 100% Natural - Softens Your Beard and Stops Itching - Scent Women Love - Best Beard Oil And Conditioner For Men,All Beauty,56.33,1,4.0,1.0,0.0,0.0,price
B09GNXK3N1,"Reusable Shower Cap for Women – Leakproof, Nonslip Hair Cap for Shower w/ Comfy Flexiband – Soft, Breathable Shower Caps for Women Reusable Waterproof – Durable, Heavy Duty Shower Cap by SMPL OBJECTS (Marble)",All Beauty,56.33,3,4.67,1.0,0.0,0.0,price
B08YWJP9PJ,"Jmassyang 12pcs Banana Hair Clips Set, 4 Styles Plastic Flexible Interlocking Banana Clip Fishtail Ponytail Holder Comb Vintage Banana Clip Fish Clips Holder Hair Accessories for Women Girls",All Beauty,56.32,1,1.0,-1.0,100.0,0.0,price
B098KCD857,"HH&LL 4pcs Large Hair Claw Clips, 4.3inches Nonslip Strong Hold Clip for Thick Hair (Shiny)",All Beauty,55.69,1,5.0,1.0,0.0,0.0,usability
B083XRBG99,ELSHA Soap 3-Pack GARDEN THYME Box Set,All Beauty,55.55,1,4.0,1.0,0.0,0.0,usability
B081TJ8YS3,"All Natural Vegan Dry Shampoo Powder - Eco Friendly, Root Touch Up | Hair Powder Volumizer | For Brown Hair, Brunette and Dark Hair. (Brun + Application Brush) Two Goats Apothecary",All Beauty,55.37,1,4.0,0.75,0.0,0.0,usability
B07V44KKPJ,SIQUK 9 Pieces Bow Knot Headband Wide Headbands with Bow Knotted Headband for Women and Girls,All Beauty,55.32,1,5.0,0.75,0.0,0.0,appearance
B008TGSAFE,Professional Barber/Salon Razor Edge Hair Cutting Scissors / Shears (6.5-Inch) - Ice Tempered Stainless Steel Reinforced with Chromium To Resist Tarnish - By Utopia Care,All Beauty,55.29,1,2.0,-0.5,100.0,0.0,usability
B08YX4HYTK,STARAMZ 7 Bridesmaid Scrunchies PACK Hair Scarf with Bow Satin Chiffon Long Tail Elastic Hair Bands Hair Ponytail Holder for Women Girls Hair Accessories (Long Tail GREEN),All Beauty,54.36,1,4.0,0.75,0.0,0.0,price
B099NQM7MF,"Silk Exfoliating Mitt,Deep Exfoliating Mitt Body Scrub And Face Scrub,Dead Skin Removal Smooth Skin And Keratosis Pilaris Treatment",All Beauty,54.33,2,3.0,0.12,50.0,0.0,delivery
B00ALUWUBQ,"Fat Hair Samy Fat Hair 0 Calories Amplifying Mousse, 7 Ounce",All Beauty,54.29,1,5.0,1.0,0.0,0.0,usability
B07VVBDDLH,"Hair Chalk,Hair Chalk Pens,Temporary Hair Chalk Set, Halloween Christmas party, Temporary Color. Gifts For Girls,12 Bright Colors",All Beauty,54.24,1,1.0,-1.0,100.0,0.0,usability
B08QMNZ61J,"4 Pieces Large Hair Claw Clips 4.2 Inch Nonslip Large Claw Clip for Women and Girls Thin Hair, Strong Hold for Thick Long Hair (Brown, Yellow, Purple, Rose Red)",All Beauty,53.8,1,4.0,0.25,0.0,0.0,quality
B06Y44MMT6,Segbeauty empty bottle 082,All Beauty,53.48,1,5.0,1.0,0.0,0.0,quality
B08JTNQFZY,GAINWELL,All Beauty,53.36,3,5.0,1.0,0.0,0.0,price
B01EUISB9Y,Argus Le Waterproof Electric Facial and Body Cleansing Brush Facial Massager Natural Face Cleanser for Women & Men- Stimulate Collagen - Pore Minimizer - Acne Scar Treatment -Reveal a Youthful Skin,All Beauty,52.93,1,4.0,1.0,0.0,0.0,quality
B0020MKBNW,Wet-Nap Moist Towelette (case of 1000),All Beauty,52.44,1,5.0,1.0,0.0,0.0,delivery
B08NPTV1DR,Pinhoollgo 12 Pieces Banana Hair Clips Plastic Flexible Interlocking Banana Clip Fishtail Ponytail Holder Comb Clincher Comb Clip Vintage Banana Clip Fish Clips Hair Accessories for Girls Women,All Beauty,52.41,1,3.0,0.0,0.0,0.0,quality
B08P5HLJ2Z,"Hair Towel Wrap Super Absorbent Microfiber Coral Velvet Hair Drying Towel Quick Dry Hair Turban for Women Curly Thick Long Hair, 4 Pack, Blue",All Beauty,52.13,1,5.0,1.0,0.0,0.0,price
B07Y2WSGVW,"Pursoma Beyond The Body After the Class Post Workout Soak, 9 oz",All Beauty,52.1,1,5.0,1.0,0.0,0.0,price
B07W397QG4,Iryasa Night Indulge Cream - Natural Face Cream for Dry Skin - Vegan Anti Aging Night Cream for Women - Firming Cream for Face and Neck - Organic Vitamin C Moisturizer for Face - 1.7oz,All Beauty,51.81,2,4.0,0.5,0.0,0.0,usability
B01KIMMY6C,"Blackhead Remover Peel Off Mask - Black Charcoal Face Mask Deep Detox Cleanser for Blackheads Pore Minimizer Facial Black Head Masks, Reduce Pores Pimple & Acne Absorbs Dirt & Oil Brighten & Purify",All Beauty,51.71,1,5.0,1.0,0.0,100.0,usability
B00L5HZCPU,"The Original Ouchless, Snagless InstaLoc Loose Hair Tool for Dreadlock Maintenance by Loccessories",All Beauty,51.56,1,1.0,-1.0,100.0,0.0,price
B009YHP3TS,Radiance DNA Intensive Cream,All Beauty,51.26,1,2.0,-0.5,100.0,0.0,general
B08HGZXLP6,"Empty Amber Glass Spray Bottles - (4 Pack) 16 oz with Labels Refillable Container for Essential Oils, Cleaning Solutions, Cleaning Products, Hair, Plant Mister, Daily Shower, Gardening or Aromatherapy",All Beauty,50.77,2,5.0,1.0,0.0,0.0,quality
B00FQD0LNW,AGPtEK Handmade Natural Fashion Long False Eyelashes For Makeup (10 Pairs),All Beauty,50.5,1,5.0,1.0,0.0,0.0,delivery
B00MDKICPK,zh-er-0424-dv684,All Beauty,50.5,1,4.0,0.5,0.0,0.0,delivery
B000LX69SI,Foot Stool Heavy-Duty,All Beauty,49.82,1,5.0,1.0,0.0,0.0,quality
B08XJWLLKQ,"John Frieda Detox and Repair Shampoo and Conditioner Set with Nourishing Avocado Oil and Green Tea, 8.45 Fl Oz (Pack of 2)",All Beauty,49.82,2,5.0,1.0,0.0,0.0,quality
B01BX7BY76,"Pack of 2100 Colorful Dog Paw Print Stickers, 3/4 inch, 8 Bright Neon Colors, Great for Teachers, Classrooms & Veterinarians!",All Beauty,49.41,1,5.0,1.0,0.0,0.0,general
B003USID1C,drtulz Free Nail Polish Remover - 4 oz,All Beauty,49.33,1,5.0,1.0,0.0,0.0,general
B08PD5FNFC,"Disposable Pedicure Scrubber Callus Remover Pumice Stone for Foot Care White Coarse, 40 PCS",All Beauty,49.04,1,2.0,-0.5,100.0,0.0,general
B082WXHH4D,MQNY Jelly Plumpling Water Tint #02 Dahong Red 0.33 Ounce,All Beauty,49.0,1,5.0,1.0,0.0,0.0,price
B09CQ4PXLN,"Sonic Facial Cleansing Brush, Electric Silicone Face Brush and Massager, Waterproof Silicone Face Scrubber for Deep Cleansing, Exfoliating, Blackhead Removing, Rechargeable,for Girls Gifts",All Beauty,48.87,1,2.0,-0.5,100.0,0.0,general
B08QYW2FJ2,Fog-free Dental Mirror and 4 Pieces of Stainless Steel Dental Pick Professional Oral Care Kit for Family including Dogs Oral Care,All Beauty,47.86,2,5.0,1.0,0.0,0.0,usability
B08RYN11N9,"Sand & Sky Face Roller & Massager Tool. Aussie Skincare Essentials Firming Face Roller, Sculpt, Sooth & Contour to Banish Puffiness and Boost Serum Absorption.",All Beauty,47.79,1,5.0,1.0,0.0,0.0,delivery
B08KY7VYDS,"Canple Self-cleaning Slicker Brush for Medium Long Hair Types Dog and Cat, Removes Loose Hair Undercoat Effectively Reduce Mats & Tanglings Grooming Brush",All Beauty,47.46,1,4.0,1.0,0.0,100.0,quality
B093YZRFLW,24K Gold Under Eye Patches Eye Masks For Dark Circles And Puffiness with lifting effect 20 pairs 40 pcs Revitalize and Refresh Your Skin,All Beauty,47.12,1,5.0,1.0,0.0,0.0,delivery
B08T5RVSD9,Msmofei Make up Brushes 14PCs Makeup Brush Set Professional Premium Synthetic Foundation Blending Face Powder Eye Shadows Blush Makeup Brush Kit Green Comestic Brushes with Green leather Case,All Beauty,47.03,2,3.5,0.88,0.0,0.0,quality
B094VG2GKR,"2 in 1 Straightener and Curling Iron 1.25 Inch, Dual Voltage Digital Display Hair Flat Iron-Curling Wands, Ceramic Tourmaline Coating",All Beauty,46.95,1,5.0,1.0,0.0,0.0,appearance
B086H4C8QB,Hydrating Therapy Conditioner by Biosilk for Unisex - 12 oz Conditioner - (Pack of 2),All Beauty,46.88,2,5.0,1.0,0.0,0.0,general
B00WUD102M,"Perfect Summer UV LED Soak Off Gel Nail Polish 10ml Nail Lacquer, Shiny Snowflake Color #293 Glitter Ruby Red",All Beauty,46.53,1,2.0,-0.5,100.0,0.0,general
B01IAX199Y,"Clinique 3-Step Kit Travel Size - Acne Solutios Cleansing Gel, Lotion, Dramatically Moisturizing Gel",All Beauty,46.5,1,5.0,1.0,0.0,0.0,general
B07X5MHRCZ,Patio-Outdoor-Humidity-Free Bubble Glass-Salt and Pepper,All Beauty,46.48,1,5.0,1.0,0.0,0.0,quality
B07YS9W97B,"EASYDEW Starter Moist Whip Foam 5.07 fl oz - Non-Drying, Gentle & Purifying Foaming Cleanser with Ceramide I Exfoliating Daily Face Wash that Removes Dirts and Makeup",All Beauty,46.47,2,5.0,1.0,0.0,0.0,quality
B071LLTN9H,GladGirl Liquid Liner (Ebony),All Beauty,46.43,1,4.0,0.75,0.0,0.0,performance
B07KKBCG87,SanerLian Set of 5 Waterproof Temporary Fake Tattoo Stickers Grey Anchor Ship Compass Crux,All Beauty,46.2,1,1.0,-1.0,100.0,0.0,quality
B08HTZKMJ5,"Lash Lift Kit,Cuckoo Upgraded Eyelash Lift Kit,Eyelash Perm Kit,Professional Semi-Permanent Curling Perming Wave Suitable For Salon,Lash Lift",All Beauty,45.89,1,3.0,0.25,0.0,0.0,price
B01495J3MM,Professional Makeup Brush Set - Premium Quality - 12 Vegan Synthetic Brushes with Wooden Handle - Best Kabuki Cosmetic Kit in Organizer Holder Case,All Beauty,45.82,1,4.0,1.0,0.0,0.0,quality
B08CKCV9HD,"Poly Nail Gel Kit Nail Extension Gel Builder, Poly Nail Gel Enhancement System For Nail Art, 6 Crystal Basic Colors Poly Gel 15mL/Each",All Beauty,45.82,1,5.0,1.0,0.0,0.0,price
B01BEYRHBA,"LumaRx Facial Cleansing Brush with 1-Minute Pulsing Timer and LED Speed Indicator Light, Rechargeable and Showerproof, White/Silver",Premium Beauty,45.35,1,4.0,1.0,0.0,0.0,delivery
B07T9DC9XK,"Holographic Body Glitter, TEOYALL Long Lasting Glitter Shimmer Chunky Sequins Glitters for Body, Face, Hair Makeup (Colorful)",All Beauty,44.8,1,5.0,1.0,0.0,0.0,appearance
B07FX94GYX,"Pore Strips, Blackhead Remover Charcoal Nose Strips Deep Cleansing 24 Strips",All Beauty,44.73,2,4.5,0.75,0.0,0.0,usability
B01KDPA96G,"No Static Detangling Wooden Comb - Handmade Fine Tooth Hair Comb - Purpleheart Wood & Buffalo Horn Combs for Women , Men and Girls",All Beauty,44.71,1,1.0,-1.0,100.0,0.0,usability
B08D38R8GY,12 Pieces Silicone Stir Sticks Silicone Stirring Rods with Silicone Makeup Brush Silicone Epoxy Brush for Cosmetic Epoxy Paint Glitter Tumblers DIY Crafts (4 Inch),All Beauty,44.23,1,5.0,0.75,0.0,0.0,usability
