customer_id,total_orders,lifetime_value,avg_rating,avg_sentiment_score,last_order_date,return_rate,source_user_id,signup_date,region,age_group,acquisition_channel,return_rate_pct,customer_segment
C_4063763,2,348.95,3.0,0.0,2020-10-06,0.0,AFUHQI57RBU4SVZEM55LB2FHAPWQ,2019-03-14,West,25-34,Referral,0.0,Neutral / Nurture
C_6982063,13,331.31,4.77,1.0,2022-02-22,0.0,AEXGISIVX7WBUNI7UHHERVB3DF7Q,2021-12-12,North,55+,Social,0.0,Neutral / Nurture
C_2295700,13,307.79,4.38,0.731,2021-07-09,0.0,AFWVN52MRBWOTIK7UGXBWGOY4HBA,2021-04-14,North,35-44,Organic,0.0,Neutral / Nurture
C_0751413,5,252.04,4.0,0.7,2022-05-30,0.2,AFTEMMCIMU62ONZHLLXEXSME4Z6Q,2021-11-16,West,18-24,Paid Search,20.0,Neutral / Nurture
C_6020047,9,246.38,4.67,0.917,2021-12-20,0.0,AE3X7PNUWXQU6FZQLQGIA6ZT45QA,2021-06-25,North,35-44,Referral,0.0,Neutral / Nurture
C_8111804,8,222.22,2.38,-0.156,2023-02-15,0.0,AFGDRVPCP742YM5MMLFIKZCGNNRQ,2022-10-05,East,25-34,Paid Search,0.0,Neutral / Nurture
C_3975023,3,195.75,4.33,0.917,2021-06-22,0.3333333333333333,AFJ4YAHXPKZQSEJTCCJ5Z4KPYZKA,2019-08-15,West,25-34,Paid Search,33.33,Return-Risk Customer
C_2969905,7,185.52,4.14,0.929,2016-10-11,0.0,AGDFLGBDHOLOASHN4K6ICKMAWEOA,2016-02-10,East,25-34,Organic,0.0,Neutral / Nurture
C_0340089,8,162.78,5.0,1.0,2020-11-28,0.0,AFV22L7AEKI2LW6HMLRLUKNYVBGQ,2019-02-04,East,45-54,Social,0.0,Neutral / Nurture
C_6560242,9,161.54,4.22,0.722,2022-02-05,0.3333333333333333,AGVXN42IKSKKBNVFGKCMKIZEBNSQ,2021-01-28,Central,45-54,Referral,33.33,Return-Risk Customer
C_4616486,8,146.93,3.62,0.469,2022-11-21,0.0,AGMZO7NPGHYPLCOCLMQEDGKNCHVA,2022-07-30,Central,18-24,Referral,0.0,Neutral / Nurture
C_1783644,3,145.28,4.67,0.667,2020-06-27,0.0,AFULZJNHK6KFYTA5PJPBNSRIR4HA,2019-10-26,Central,35-44,Organic,0.0,Neutral / Nurture
C_0796126,3,141.51,4.67,0.833,2021-04-15,0.3333333333333333,AFA26DYXVLJYTYZ3KET77GE27N2A,2020-06-18,North,18-24,Organic,33.33,Return-Risk Customer
C_6938192,4,140.83,3.0,0.0,2022-07-18,0.25,AGS47C3SO62X375JL7RWNBKCFXXA,2020-10-30,Central,55+,Social,25.0,Neutral / Nurture
C_4051974,5,140.31,4.8,0.95,2020-07-14,0.2,AGZMKHWSCB3UXDGFUPFRZSL4EAWQ,2019-10-19,South,35-44,Paid Search,20.0,Neutral / Nurture
C_8220233,1,136.89,1.0,-1.0,2022-08-17,0.0,AHGCCTL7DBBD7FK4RFYAJS53BGOA,2020-09-11,South,35-44,Email,0.0,New At-Risk Customer
C_8280746,5,129.32,3.6,0.5,2021-12-31,0.0,AHATA6X6MYTC3VNBFJ3WIYVK257A,2021-10-23,West,25-34,Referral,0.0,Neutral / Nurture
C_2395285,3,119.19,3.67,0.333,2021-08-17,0.0,AH4CGRSYSW5CWLRGQYRZKNJBUPAA,2020-11-18,South,55+,Referral,0.0,Neutral / Nurture
C_4427652,3,118.84,4.0,0.5,2021-07-26,0.0,AF3Q2MGLBSXB3QSTZJCTDM4V4CMQ,2019-11-06,South,55+,Paid Search,0.0,Neutral / Nurture
C_8553366,4,114.38,2.25,-0.062,2022-04-06,0.0,AFUSWNVA72MMWHGYWJ652SYX2JJQ,2021-10-25,West,55+,Paid Search,0.0,Neutral / Nurture
C_9254820,3,113.48,4.33,1.0,2020-04-13,0.3333333333333333,AGLQQCIS5V6EGUCS5SSNHWZHQM6Q,2018-12-22,North,18-24,Paid Search,33.33,Return-Risk Customer
C_0084712,3,111.09,4.33,0.833,2021-02-09,0.0,AEEDFUQ7SXVEZ4VBHTED5D6MZ7QA,2020-12-25,Central,18-24,Email,0.0,Neutral / Nurture
C_3895459,3,109.38,4.33,0.75,2022-06-03,0.3333333333333333,AHVOQ4CBGSXUQKOR2A3BPCV53YMA,2022-04-12,North,25-34,Social,33.33,Return-Risk Customer
C_7076793,1,105.36,5.0,1.0,2021-02-24,0.0,AEYK5YGOKGJJ6QYYWDV32ST23Q7A,2019-12-20,South,25-34,Referral,0.0,Neutral / Nurture
C_3539852,1,94.78,5.0,1.0,2020-06-23,0.0,AEI2KJ3JMMUJ4NIVIV64ST4TLMKQ,2018-08-26,South,25-34,Social,0.0,Neutral / Nurture
C_7331519,2,94.6,4.0,0.5,2022-06-12,0.0,AHYHK7JKOZ7F7TUDXUWSONLITJJQ,2021-10-17,South,35-44,Organic,0.0,Neutral / Nurture
C_8549778,2,94.49,5.0,1.0,2018-04-09,0.0,AF36B77ISO4OHA5GUTF46F4BJRMQ,2016-07-29,East,35-44,Referral,0.0,Neutral / Nurture
C_6312053,6,93.73,3.0,0.0,2021-12-01,0.5,AFFCQNWCHXTY7BANIWXLP5C2BKPA,2021-01-23,West,25-34,Organic,50.0,Return-Risk Customer
C_5658525,1,93.72,5.0,1.0,2018-10-18,0.0,AFMHO73ZLBHUMB36EHB4GUFLM3SA,2017-07-29,North,35-44,Email,0.0,Neutral / Nurture
C_0260310,2,92.64,5.0,1.0,2019-12-25,0.0,AEYGPUCRKH7G4VM22FM3VAKSQ23Q,2019-07-05,North,55+,Organic,0.0,Neutral / Nurture
C_1353446,1,91.17,5.0,1.0,2017-03-14,0.0,AEPQSFDPLHZQ6Y5XB7IUBW4DY5YA,2016-09-23,East,25-34,Organic,0.0,Neutral / Nurture
C_4233690,3,88.26,4.33,0.667,2019-06-08,0.0,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2018-08-04,East,35-44,Social,0.0,Neutral / Nurture
C_7698388,4,85.6,4.75,1.0,2017-07-29,0.0,AFWRGOGF4AI2IHRX7KZ2IYL63RXA,2016-01-27,South,35-44,Organic,0.0,Neutral / Nurture
C_6259726,4,85.01,3.5,0.25,2023-02-08,0.0,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2022-10-05,North,35-44,Organic,0.0,Neutral / Nurture
C_1859714,2,84.99,4.5,0.875,2020-05-05,0.0,AGKHLEW2SOWHNMFQIJGBECAF7INQ,2018-06-21,North,18-24,Organic,0.0,Neutral / Nurture
C_8648202,1,82.29,5.0,1.0,2017-02-13,0.0,AGTR4A6CYH6AGEIYCAPYPQZERZLQ,2016-02-23,East,35-44,Social,0.0,Neutral / Nurture
C_2103668,3,81.27,4.67,1.0,2021-05-23,0.0,AEIPJBAN7A55Q5DFFPZSR2UV3OKA,2020-11-21,Central,55+,Social,0.0,Neutral / Nurture
C_8640375,2,80.35,3.0,0.0,2021-04-22,0.0,AETGCWXC47MSMK6B2TLZ44KCFJZQ,2020-02-02,Central,55+,Email,0.0,Neutral / Nurture
C_9692916,3,80.28,4.67,0.833,2021-04-08,0.0,AFXMJCVLRCGRAEC7P37FZHEB24UQ,2019-11-19,West,25-34,Paid Search,0.0,Neutral / Nurture
C_0341578,2,79.87,5.0,1.0,2020-11-15,0.0,AH6U3RG4SKWXF4KNH3RC6VD5P4QQ,2020-02-05,East,25-34,Paid Search,0.0,Neutral / Nurture
C_8473799,1,79.39,4.0,0.75,2021-06-12,0.0,AEVLPO2NHUQOLLCLFH75UHGJPMLA,2019-12-31,South,25-34,Organic,0.0,Neutral / Nurture
C_8227749,2,79.12,5.0,1.0,2014-03-30,0.0,AGPOZ62Q3ULTH7RLBK4BIJ75T2KQ,2014-01-07,East,55+,Organic,0.0,Neutral / Nurture
C_5442208,3,78.84,3.0,0.083,2020-03-21,0.0,AHGAOIZVODNHYMNCBV4DECZH42UQ,2019-04-12,South,18-24,Referral,0.0,Neutral / Nurture
C_1448064,2,77.89,5.0,1.0,2016-09-08,0.0,AFICQHAE6YOEIGE5TYZG5TN7OTRQ,2015-01-07,West,35-44,Social,0.0,Neutral / Nurture
C_6896352,2,76.03,5.0,1.0,2020-08-17,0.0,AFH37SUSDVJI6GWNF2YSSGAPUB7A,2020-06-01,North,35-44,Referral,0.0,Neutral / Nurture
C_0312767,1,74.7,5.0,1.0,2021-03-11,0.0,AFDERNB6BIR3U2DOR3S2KX7KJJXQ,2019-10-15,South,45-54,Organic,0.0,Neutral / Nurture
C_7627889,2,74.52,5.0,1.0,2017-01-13,0.0,AH57UQ3IE2TH2COG2LKAIHVE6OKQ,2016-10-20,South,18-24,Paid Search,0.0,Neutral / Nurture
C_5808175,1,74.3,5.0,1.0,2018-06-25,0.0,AERUWTJE5HQMM5BOWAHH5E6HFKEA,2016-10-27,North,35-44,Paid Search,0.0,Neutral / Nurture
C_4482222,1,74.26,2.0,-0.25,2019-06-09,1.0,AEIN65QSZZQ7LR3MSPIYAIES6GNQ,2017-11-06,West,35-44,Email,100.0,New At-Risk Customer
C_1682215,3,73.89,3.33,0.167,2022-08-08,0.0,AFMDE2DGQYBYM4XPLOW74YUUCJWQ,2021-09-14,West,35-44,Organic,0.0,Neutral / Nurture
C_1559657,1,73.38,5.0,1.0,2022-07-03,0.0,AEEM2QIBMUUXEAJIEQH2WT2KNZZA,2022-02-18,East,45-54,Email,0.0,Neutral / Nurture
C_0865416,2,73.35,5.0,1.0,2020-06-26,0.0,AET24VX4XLW3GZ2XNFXZNPTE2AVA,2019-11-15,South,25-34,Organic,0.0,Neutral / Nurture
C_5192329,5,72.73,4.4,1.0,2021-08-29,0.0,AE7YYSYFEWAYIUCAK4W33CHPP4JQ,2021-01-02,North,18-24,Email,0.0,Neutral / Nurture
C_2814873,1,70.43,5.0,1.0,2016-09-09,0.0,AFIS3XBH5KRSGHGJUFRTYBTFGEEQ,2014-09-26,North,25-34,Email,0.0,Neutral / Nurture
C_1804124,1,69.9,1.0,-0.75,2022-04-10,0.0,AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,2020-12-01,East,25-34,Email,0.0,New At-Risk Customer
C_5909248,3,67.42,5.0,1.0,2021-08-28,0.0,AEP4CUO23WOOOEYSJBXWYLLHD5IQ,2021-04-11,East,35-44,Paid Search,0.0,Neutral / Nurture
C_5790233,1,64.89,3.0,0.5,2020-01-09,0.0,AEDTXOC3YW6O7P2UPM22VNNRF77A,2019-09-02,South,18-24,Organic,0.0,Neutral / Nurture
C_2128699,2,64.58,5.0,1.0,2015-01-01,0.0,AGQFGXUGFSZHNRQGP7J24RVSLZSA,2013-11-24,North,55+,Paid Search,0.0,Neutral / Nurture
C_7535954,2,64.56,5.0,1.0,2020-02-23,0.0,AGTV3IO25IJNDMEPGK2IBM6WZ7MQ,2018-09-08,West,18-24,Paid Search,0.0,Neutral / Nurture
C_9742288,1,63.87,5.0,1.0,2022-01-05,0.0,AE54OXZJ3A4QXJLDRE37JABF4WAQ,2021-09-23,North,35-44,Paid Search,0.0,Neutral / Nurture
C_9079833,1,63.76,3.0,0.0,2021-12-04,0.0,AGROPS2VIN3R7UUTWO2F662NSNMQ,2021-06-19,North,25-34,Email,0.0,Neutral / Nurture
C_0374708,3,62.9,5.0,1.0,2021-05-02,0.0,AF4WLLHTQLRPEZ33OJDYG23MFLKQ,2020-01-11,South,45-54,Organic,0.0,Neutral / Nurture
C_6496828,3,62.65,2.33,-0.333,2020-01-25,0.0,AG4COLOHCLHWUUYWCZ77TPJLE3EQ,2018-06-16,East,25-34,Paid Search,0.0,Neutral / Nurture
C_0650259,2,61.21,1.0,-1.0,2018-10-10,0.0,AFOSMON6MEJJHCNC2QAHGQQOFKUA,2016-11-21,East,25-34,Organic,0.0,Neutral / Nurture
C_8972341,1,61.18,2.0,0.25,2007-12-17,0.0,AGTMZCWIWBH43TCW7UKG2YV2EKKA,2007-09-23,Central,25-34,Social,0.0,Neutral / Nurture
C_8958009,3,61.09,4.67,0.833,2023-01-05,0.0,AGAHANLSS7DG4ZHNPP5S56W4SKHA,2021-07-26,Central,35-44,Social,0.0,Neutral / Nurture
C_5912063,1,60.99,5.0,1.0,2016-04-24,0.0,AHMO6GV56HC3LYCVNNAPFNWF4HFQ,2015-03-25,North,45-54,Organic,0.0,Neutral / Nurture
C_0929452,2,59.71,5.0,1.0,2020-01-04,0.0,AGQKBA5POXDOUO4U43YF2LNEZPLA,2019-02-10,Central,35-44,Organic,0.0,Neutral / Nurture
C_8327734,1,59.41,1.0,-1.0,2021-12-27,1.0,AHL5UAIYCGYOTCHEY6HJKOMJTF6A,2020-04-25,Central,18-24,Email,100.0,New At-Risk Customer
C_3124142,3,57.86,5.0,1.0,2020-01-01,0.0,AG6K7GPCDHQNKMVDMTYKKWSOAVVQ,2018-03-08,Central,25-34,Organic,0.0,Neutral / Nurture
C_2136781,3,57.74,2.67,-0.083,2021-09-13,0.0,AF6FP5XNZKQFS7NB5WG5AAUZXATA,2019-11-20,North,45-54,Social,0.0,Neutral / Nurture
C_7476582,2,57.68,5.0,1.0,2021-12-30,0.0,AHSAUHUTLVNKJ72GUIPGI5XZH6ZA,2021-07-01,Central,18-24,Organic,0.0,Neutral / Nurture
C_4451468,1,55.29,2.0,-0.5,2017-02-19,0.0,AGSV4K43Q6TIIHGN6BB2Q5A2I5PA,2016-04-12,East,45-54,Organic,0.0,New At-Risk Customer
C_0371787,1,54.29,5.0,1.0,2016-03-25,0.0,AHKLYY7DZ4RECGZXP6KUALGUFRJA,2015-11-30,Central,18-24,Paid Search,0.0,Neutral / Nurture
C_5639290,1,54.24,1.0,-1.0,2019-12-18,0.0,AET7USDGJ7EL5YUJU55S32IFRZDQ,2018-05-16,South,25-34,Email,0.0,New At-Risk Customer
C_8999292,2,53.91,5.0,1.0,2017-08-31,0.5,AHRGTIMQO47C2VLJILIDU53BQKSA,2016-02-04,Central,45-54,Paid Search,50.0,Return-Risk Customer
C_1936410,1,53.8,4.0,0.25,2021-04-21,0.0,AF224BZVIYKHVGJGPKGC3UAVTLQQ,2020-08-16,West,18-24,Social,0.0,Neutral / Nurture
C_5191471,1,52.41,3.0,0.0,2021-03-20,0.0,AF4WXU322AWYRJ5S7HE6CEBQMEFQ,2019-09-17,West,25-34,Organic,0.0,Neutral / Nurture
C_1260601,3,52.4,4.33,0.667,2017-07-28,0.0,AFBXVB2GIANS2DHWDK3HXISL2WEA,2016-08-01,East,18-24,Paid Search,0.0,Neutral / Nurture
C_2523315,1,52.13,5.0,1.0,2021-07-19,0.0,AFFO2TXPGQVHVTIMFRGT5YZ7M4OA,2019-12-17,Central,55+,Organic,0.0,Neutral / Nurture
C_2536213,2,51.92,4.0,0.75,2019-04-02,0.0,AHPFHP43AXWRYZZ4HPNCW7I7J3ZQ,2018-02-14,East,45-54,Organic,0.0,Neutral / Nurture
C_9894460,2,51.74,5.0,1.0,2019-06-24,0.0,AFD6OGB6AY4YPKN62LCTXGYR7KJA,2019-03-11,South,55+,Social,0.0,Neutral / Nurture
C_3015153,1,51.71,5.0,1.0,2017-08-12,1.0,AGDR3CBX2GWY3JKGDLMUERVFWPTQ,2016-06-22,North,25-34,Social,100.0,Return-Risk Customer
C_0653863,1,51.56,1.0,-1.0,2014-09-27,0.0,AEC4USL3AGDC4UZXCGL6AYRUCBBQ,2013-11-11,East,35-44,Paid Search,0.0,New At-Risk Customer
C_1696777,3,50.58,5.0,1.0,2021-04-19,0.0,AGZZ35KI6RBFZYHG4TZPOAIACVMA,2019-12-06,Central,25-34,Social,0.0,Neutral / Nurture
C_1218381,1,49.0,5.0,1.0,2020-07-23,0.0,AGF6JAXKV7UV6MREBJ5FGHLAQ65Q,2019-09-01,South,18-24,Email,0.0,Neutral / Nurture
C_6726205,2,47.94,4.5,0.875,2019-07-08,0.0,AH7P2ZJ7NDT2NNVS7ZEGNEPT2J2Q,2018-01-06,East,35-44,Organic,0.0,Neutral / Nurture
C_2292516,1,46.95,5.0,1.0,2021-10-02,0.0,AGLHRXHXPXK6M7LUU4NZXE3GQFMA,2020-02-05,North,25-34,Organic,0.0,Neutral / Nurture
C_6660040,3,46.76,2.67,-0.25,2021-12-02,0.3333333333333333,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,2020-03-17,East,25-34,Social,33.33,Return-Risk Customer
C_9248463,1,46.53,2.0,-0.5,2017-10-27,0.0,AFYD3C45KSVRKLLKA5S76U33FM2Q,2017-04-23,North,25-34,Organic,0.0,New At-Risk Customer
C_1492945,1,46.2,1.0,-1.0,2021-02-09,0.0,AGBZYPQKIUZGWHXOZZFAMVEQZ5JQ,2020-11-13,North,35-44,Organic,0.0,New At-Risk Customer
C_7317955,1,45.82,5.0,1.0,2020-11-17,0.0,AFJP74KDEKRSPJN5JINL452T6WNA,2019-08-15,East,55+,Organic,0.0,Neutral / Nurture
C_0555838,1,45.82,4.0,1.0,2015-12-23,0.0,AFAD64BC3SGKIFKIVBS4HOVWTDXQ,2014-12-30,East,35-44,Social,0.0,Neutral / Nurture
C_2584831,2,45.49,5.0,1.0,2017-01-27,0.0,AH2SK57JTJATVPUL34OIS44AQARA,2015-03-24,North,25-34,Social,0.0,Neutral / Nurture
C_8787430,2,44.98,2.5,-0.125,2022-04-02,0.0,AF62EAAIQCFJ6FDZ2L4W5LEAKUIA,2020-10-09,North,35-44,Paid Search,0.0,Neutral / Nurture
C_7109642,1,44.71,1.0,-1.0,2019-03-09,0.0,AFJVYJ75233DFO3FZYXTELUZLUGA,2018-11-24,North,18-24,Organic,0.0,New At-Risk Customer
C_4021795,1,44.04,5.0,1.0,2015-08-09,0.0,AFCSIDWSKICZ5UH26NREKPW25X4A,2014-05-15,Central,35-44,Referral,0.0,Neutral / Nurture
C_5704070,1,43.54,2.0,-0.5,2018-02-02,0.0,AE2ODKIC3GWQTSYKDMMIYHPJZ7IA,2017-03-22,West,45-54,Social,0.0,New At-Risk Customer
C_6269642,1,43.47,5.0,1.0,2021-03-30,0.0,AEXEZ3PIBH37ILP6K6ZIGAZZJ7CA,2020-08-29,Central,45-54,Social,0.0,Neutral / Nurture
C_3541010,2,43.17,2.5,-0.25,2022-05-29,0.0,AHI7SBHYECQUIS63BKXBHY325VVQ,2022-04-07,West,25-34,Paid Search,0.0,Neutral / Nurture
C_8470960,2,42.97,5.0,1.0,2018-11-06,0.0,AFM5NV37IAPIP2AZXEZTKP3BJWKQ,2018-07-29,West,35-44,Paid Search,0.0,Neutral / Nurture
C_4877028,2,42.55,5.0,1.0,2019-10-22,0.0,AEI6PVESNCWAQYNYNQ25O4U4OIHQ,2018-12-21,West,35-44,Referral,0.0,Neutral / Nurture
C_4224434,1,42.52,5.0,1.0,2020-03-23,0.0,AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,2018-06-24,North,35-44,Organic,0.0,Neutral / Nurture
C_7856291,1,42.41,3.0,0.25,2017-05-13,0.0,AEJDFPQZNZYNSBFL5DNAHYZFFRBQ,2017-02-14,Central,25-34,Organic,0.0,Neutral / Nurture
C_2198473,1,42.12,5.0,1.0,2021-04-16,0.0,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,2019-06-18,West,35-44,Referral,0.0,Neutral / Nurture
C_8756128,1,42.04,5.0,1.0,2020-07-12,0.0,AEWTKEIDMSOZ7Z3MOOEIXYPYUCCQ,2020-06-02,Central,55+,Paid Search,0.0,Neutral / Nurture
C_0896199,2,41.45,3.0,0.0,2021-10-26,0.0,AGYXMSSKCFQQ25LG4K5WDFOZSDRA,2020-08-16,South,25-34,Referral,0.0,Neutral / Nurture
C_2973131,1,40.84,5.0,1.0,2019-07-21,0.0,AG64D7OAG3IYLHPMFIDIALPO4QZQ,2019-03-28,East,35-44,Social,0.0,Neutral / Nurture
C_6603500,2,40.63,5.0,1.0,2021-11-26,0.0,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,2021-03-12,Central,25-34,Organic,0.0,Neutral / Nurture
C_0671755,1,39.91,5.0,1.0,2020-07-13,0.0,AFJQB3AGZHG4UJT452DN4NFODKPQ,2018-07-30,North,35-44,Social,0.0,Neutral / Nurture
C_8607636,1,38.94,2.0,-0.5,2016-07-18,0.0,AGU3DPKNTSMZP4QVNBGMZNQSVKFQ,2015-10-19,North,45-54,Email,0.0,New At-Risk Customer
C_0507877,2,38.54,4.0,0.5,2021-10-25,0.0,AHJQPUQLSQZE6LMIUMY7WNRXCQQQ,2020-09-16,Central,35-44,Organic,0.0,Neutral / Nurture
C_1261882,2,38.23,3.0,0.0,2020-12-09,0.0,AGF42GID7QWDCNFTJRCTMKAITJJA,2019-03-27,Central,18-24,Organic,0.0,Neutral / Nurture
C_3267132,1,38.16,5.0,1.0,2021-03-01,0.0,AGDSEYGSA5K664EUHWKV3ARDXO2Q,2020-11-07,South,35-44,Referral,0.0,Neutral / Nurture
C_9503125,2,37.96,5.0,1.0,2019-05-18,0.0,AG7U3U2RPLN3LW5P4CUVUHINRMOA,2018-06-25,South,25-34,Organic,0.0,Neutral / Nurture
C_0151384,2,37.73,5.0,1.0,2018-09-25,0.0,AEICZD35OTDYVWA2KPYWN4PDZ2SA,2016-10-24,East,25-34,Referral,0.0,Neutral / Nurture
C_8670934,1,36.73,2.0,-0.75,2017-09-09,0.0,AEJ33R64CS46LK4ZN3RHTLTBO4ZQ,2017-04-30,East,45-54,Social,0.0,New At-Risk Customer
C_7759427,2,35.75,4.5,0.875,2019-11-03,0.0,AHINTWLUQQLLDM437NMPMEDDUD4Q,2019-01-23,East,25-34,Organic,0.0,Neutral / Nurture
C_7717796,1,35.72,4.0,0.5,2022-09-10,0.0,AH6PHAHWPMJDA4UXVJS6ZGZWE3SQ,2022-04-10,Central,25-34,Social,0.0,Neutral / Nurture
C_0203259,2,35.5,3.0,0.0,2020-02-25,0.0,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,2019-01-21,Central,45-54,Paid Search,0.0,Neutral / Nurture
C_0523222,1,35.5,1.0,-1.0,2020-06-22,0.0,AEYE3LSUHQEX6BWG224MKVXX6XZQ,2018-12-23,West,35-44,Paid Search,0.0,New At-Risk Customer
C_8704098,1,35.14,5.0,1.0,2010-08-16,0.0,AGVOCAFRQ6W2PWADY27GTWIHVVJA,2008-10-09,North,45-54,Social,0.0,Neutral / Nurture
C_7442237,1,35.05,4.0,0.75,2022-11-29,0.0,AEUAL3EJKUSTNB4YY6STLYGTJALA,2022-04-17,Central,35-44,Referral,0.0,Neutral / Nurture
C_6390962,1,34.98,5.0,1.0,2018-08-15,0.0,AF5BYRAWORXLQNHT3IAPKOQOGTRA,2017-05-11,South,18-24,Social,0.0,Neutral / Nurture
C_1316858,1,34.94,5.0,1.0,2021-07-19,0.0,AHY3NVIU6WQZIP522P7ZGQPE7QWQ,2020-06-03,East,45-54,Organic,0.0,Neutral / Nurture
C_2296916,1,34.93,1.0,-1.0,2017-07-14,0.0,AGQANGDZQGK2IOWOXHOCTPBPQRKA,2017-05-05,East,25-34,Social,0.0,New At-Risk Customer
C_4975988,1,34.89,5.0,1.0,2012-11-24,0.0,AFEUJGH6HN52IP6H7ZD26KYZGEWQ,2010-12-15,South,18-24,Social,0.0,Neutral / Nurture
C_0243923,1,34.73,2.0,-0.5,2016-05-06,0.0,AGNNX5XDIN5SHDOKFX2QOUE32B5A,2014-09-25,South,18-24,Email,0.0,New At-Risk Customer
C_9050681,1,34.47,4.0,0.75,2019-11-17,0.0,AGN65FCMRQSRXS6PWIVSUYIDZXFA,2019-10-05,North,55+,Referral,0.0,Neutral / Nurture
C_3323269,1,34.28,4.0,0.5,2022-02-04,0.0,AEVRP23ONGIWRUAPURGPAKC4PL2Q,2021-07-21,West,18-24,Social,0.0,Neutral / Nurture
C_5967860,1,33.83,5.0,1.0,2021-10-17,0.0,AG3RUN6QXDMTDGTA7MXGFMDUILBQ,2021-03-31,West,25-34,Organic,0.0,Neutral / Nurture
C_2115887,2,33.53,5.0,1.0,2017-09-07,0.5,AGUNN5632O4AITGTUZQO77YKW5EQ,2016-02-28,East,35-44,Referral,50.0,Return-Risk Customer
C_6475188,2,33.47,5.0,1.0,2018-06-05,0.0,AHKHMWNLW3LCZCJXWLZVKC744UDQ,2017-07-28,Central,25-34,Referral,0.0,Neutral / Nurture
C_6453924,1,33.33,5.0,1.0,2021-04-27,0.0,AGPSLW4UG4AWFP6AYDV4AFGSHMWQ,2020-07-10,North,45-54,Social,0.0,Neutral / Nurture
C_3531571,3,33.2,5.0,1.0,2021-06-19,0.0,AFAAITODQWTP5HUV2E7QDRXRHERA,2021-03-02,South,55+,Paid Search,0.0,Neutral / Nurture
C_9072446,2,33.18,5.0,1.0,2021-06-15,0.0,AGTHQ6ANUEV7VOOVAEFWVMFIILUA,2021-02-18,South,18-24,Referral,0.0,Neutral / Nurture
C_1669814,1,33.15,5.0,1.0,2019-07-01,0.0,AHJRS3AHOMWOGYEWUAFF6MDEJY4A,2018-09-20,East,18-24,Social,0.0,Neutral / Nurture
C_2307596,2,33.1,2.0,-0.5,2022-05-24,0.0,AHZQKBA7BNCQH4CHTAKL4KX7BULA,2020-06-07,Central,18-24,Email,0.0,Neutral / Nurture
